number_of_seasons,number_of_episodes,episode_run_time,in_production,show_attributes_id
3,19,23,False,1347
13,178,90,True,1348
10,237,55,False,1349
7,140,25,False,1350
31,494,49,True,1351
12,105,22,False,1352
1,16,86,False,1353
3,24,25,False,1354
3,72,45,False,1355
1,13,42,False,1356
7,86,21,False,1357
2,31,43,True,1358
2,78,22,False,1359
53,3048,54,True,1360
4,38,44,False,1361
2,17,57,False,1362
1,6,28,False,1363
4,82,23,False,1364
4,49,45,False,1365
5,119,30,False,1366
4,59,45,False,1367
3,25,25,False,1368
1,54,80,False,1369
1,10,59,False,1370
1,52,25,False,1371
1,188,45,False,1372
4,37,23,True,1373
1,61,44,False,1374
1,8,58,False,1375
1,92,120,False,1376
1,67,45,False,1377
1,7,42,False,1378
4,45,42,False,1379
3,98,25,False,1380
20,320,30,True,1381
6,127,22,False,1382
1,86,45,False,1383
1,82,60,True,1384
5,162,11,True,1385
4,90,25,False,1386
5,96,60,False,1387
3,39,60,False,1388
1,82,45,False,1389
12,96,60,True,1390
1,80,0,False,1391
1,8,56,False,1392
6,124,42,False,1393
1,17,61,False,1394
3,30,50,True,1395
1,3,50,False,1396
1,8,55,True,1397
9,1419,41,True,1398
3,30,60,False,1399
3,87,120,False,1400
1,56,0,True,1401
4,268,24,False,1402
2,26,0,False,1403
1,12,42,False,1404
3,18,60,True,1405
2,24,13,False,1406
4,40,0,False,1407
3,48,70,False,1408
1,6,12,False,1409
25,884,45,True,1410
1,88,0,False,1411
2,100,22,False,1412
1,8,90,False,1413
1,16,61,False,1414
3,31,44,False,1415
5,62,25,False,1416
3,106,11,False,1417
2,37,23,False,1418
6,102,30,False,1419
1,155,45,False,1420
1,6,5,False,1421
3,28,50,False,1422
4,40,11,False,1423
3,24,30,False,1424
3,28,0,False,1425
2,15,25,True,1426
11,1510,60,False,1427
3,129,11,False,1428
1,120,45,False,1429
4,100,23,False,1430
1,18,70,False,1431
1,9,58,False,1432
3,41,25,True,1433
1,26,30,False,1434
1,4,42,False,1435
33,3306,36,True,1436
6,230,0,False,1437
3,24,58,False,1438
1,20,76,False,1439
15,207,43,True,1440
2,32,45,False,1441
1,6,33,False,1442
3,19,43,False,1443
9,35,90,False,1444
1,96,45,True,1445
7,176,30,False,1446
1,8,51,False,1447
1,7,26,False,1448
3,40,60,False,1449
1,176,60,False,1450
1,32,32,False,1451
7,164,23,False,1452
2,20,53,True,1453
1,5,70,False,1454
2,27,55,False,1455
4,123,10,False,1456
2,142,45,False,1457
1,8,46,False,1458
1,150,25,False,1459
1,12,26,False,1460
2,19,25,False,1461
1,2,120,False,1462
39,6697,30,True,1463
6,113,25,False,1464
1,9,9,False,1465
5,75,42,False,1466
2,12,25,False,1467
2,32,21,False,1468
10,133,90,False,1469
2,31,42,False,1470
1,2,85,False,1471
4,80,30,False,1472
4,85,43,False,1473
5,106,44,False,1474
7,166,24,False,1475
4,59,24,False,1476
6,180,30,False,1477
1,9,25,False,1478
2,10,59,False,1479
1,296,20,False,1480
7,44,52,False,1481
1,8,47,False,1482
2,16,48,True,1483
1,6,67,False,1484
7,84,21,False,1485
1,13,22,False,1486
6,95,22,False,1487
2,12,56,True,1488
1,6,54,False,1489
2,97,7,False,1490
3,76,22,False,1491
9,82,30,False,1492
10,902,42,True,1493
15,93,52,True,1494
4,142,160,False,1495
3,30,24,False,1496
2,93,24,False,1497
1,16,68,False,1498
1,3,87,False,1499
23,298,45,True,1500
4,76,25,False,1501
3,20,50,True,1502
6,100,21,False,1503
2,52,6,False,1504
3,20,30,False,1505
1,11,24,False,1506
24,580,43,True,1507
7,268,25,False,1508
1,127,45,False,1509
2,160,45,False,1510
4,87,25,False,1511
1,90,42,False,1512
4,98,22,True,1513
4,121,30,False,1514
5,150,7,False,1515
1,3,10,False,1516
3,62,50,False,1517
6,156,22,False,1518
1,23,23,False,1519
1,31,25,False,1520
1,2,45,False,1521
5,52,30,False,1522
1,33,0,True,1523
4,26,44,True,1524
3,52,42,True,1525
6,131,44,False,1526
5,36,60,False,1527
2,30,0,False,1528
1,78,21,False,1529
5,59,50,False,1530
3,77,21,False,1531
2,70,0,True,1532
0,0,0,False,1533
1,6,31,False,1534
1,65,0,False,1535
2,18,32,False,1536
6,60,30,True,1537
1,21,24,False,1538
5,62,26,False,1539
3,154,23,False,1540
1,24,25,False,1541
5,115,50,False,1542
11,243,44,False,1543
3,30,26,False,1544
1,10,2,False,1545
1,3,43,False,1546
1,7,51,False,1547
1,97,25,False,1548
10,176,92,False,1549
4,31,21,False,1550
3,30,52,False,1551
2,49,25,False,1552
5,94,3,False,1553
9,116,80,False,1554
2,20,51,True,1555
1,3,25,False,1556
8,47,29,True,1557
1,3,45,False,1558
1,12,13,False,1559
5,79,30,False,1560
3,57,30,False,1561
1,68,45,True,1562
1,10,50,True,1563
21,635,60,True,1564
1,10,30,True,1565
1,34,11,False,1566
7,80,30,False,1567
2,44,60,False,1568
1,10,26,False,1569
1,7,0,True,1570
2,31,60,False,1571
14,357,45,False,1572
2,35,60,False,1573
2,14,38,False,1574
2,7,43,False,1575
3,110,30,False,1576
1,22,24,False,1577
10,119,45,False,1578
2,45,0,False,1579
1,7,45,False,1580
1,2,118,False,1581
2,20,23,False,1582
7,81,30,False,1583
2,60,24,False,1584
2,25,43,False,1585
4,50,30,True,1586
2,15,60,False,1587
11,367,24,False,1588
1,6,58,False,1589
4,166,11,True,1590
2,12,60,False,1591
5,52,45,False,1592
4,39,25,False,1593
12,139,11,True,1594
1,140,42,False,1595
1,0,0,True,1596
6,234,11,False,1597
4,62,11,False,1598
1,62,60,False,1599
1,135,45,False,1600
5,44,30,False,1601
1,12,17,False,1602
2,26,21,False,1603
1,27,22,False,1604
1,80,45,False,1605
2,15,45,False,1606
4,86,43,False,1607
4,32,50,False,1608
1,145,22,False,1609
5,109,41,False,1610
1,680,85,True,1611
3,28,45,False,1612
1,12,63,False,1613
2,46,24,False,1614
1,22,22,False,1615
5,114,40,False,1616
3,42,24,False,1617
9,116,23,True,1618
15,845,42,False,1619
6,74,44,False,1620
1,8,40,False,1621
1,6,80,False,1622
1,25,34,False,1623
1,122,45,False,1624
1,32,140,False,1625
5,58,30,False,1626
1,8,48,False,1627
2,104,12,True,1628
1,20,61,False,1629
1,30,60,False,1630
7,84,22,False,1631
4,52,29,False,1632
4,69,42,False,1633
2,12,24,False,1634
1,17,60,False,1635
3,76,25,False,1636
3,26,30,True,1637
1,24,60,False,1638
1,86,45,True,1639
9,212,48,False,1640
1,4,120,False,1641
1,154,25,False,1642
1,3,59,False,1643
1,49,20,False,1644
1,2,0,False,1645
35,1195,30,True,1646
2,20,40,False,1647
1,117,45,True,1648
9,88,45,False,1649
1,71,60,False,1650
2,25,30,False,1651
8,203,25,False,1652
10,251,48,False,1653
1,43,24,False,1654
1,80,50,False,1655
1,4,50,False,1656
1,12,45,False,1657
1,1,45,False,1658
1,12,62,True,1659
3,24,52,False,1660
1,9,48,False,1661
1,105,0,True,1662
4,52,43,False,1663
2,78,11,True,1664
1,46,45,False,1665
2,12,75,False,1666
1,115,41,False,1667
4,53,30,False,1668
1,13,44,False,1669
1,5,48,False,1670
1,167,0,False,1671
1,13,0,True,1672
1,6,11,False,1673
1,11,0,False,1674
1,2,184,False,1675
1,5,40,False,1676
4,48,43,True,1677
2,18,50,True,1678
1,108,42,False,1679
1,2,157,False,1680
4,85,23,False,1681
5,90,43,True,1682
2,16,29,False,1683
5,78,42,True,1684
7,66,60,False,1685
2,32,55,True,1686
4,21,30,False,1687
2,40,30,False,1688
5,53,20,False,1689
3,57,22,False,1690
5,52,23,False,1691
1,16,15,False,1692
1,13,30,True,1693
1,17,63,False,1694
1,26,29,False,1695
1,2,170,False,1696
1,6,51,False,1697
2,18,26,False,1698
1,9,53,False,1699
1,10,24,True,1700
1,99,20,False,1701
19,2012,45,False,1702
4,46,30,False,1703
1,132,45,False,1704
7,100,21,False,1705
1,11,44,False,1706
72,20839,15,True,1707
5,103,21,False,1708
5,41,30,False,1709
1,8,40,True,1710
1,7,62,False,1711
3,32,60,False,1712
1,12,70,False,1713
2,20,35,False,1714
1,2,53,False,1715
4,98,21,False,1716
3,22,0,False,1717
1,41,45,False,1718
15,566,85,False,1719
1,266,44,False,1720
1,8,45,True,1721
1,3,40,False,1722
1,5,160,False,1723
9,210,25,False,1724
4,42,50,False,1725
25,1273,85,True,1726
4,61,43,False,1727
1,6,61,False,1728
6,15,0,True,1729
2,361,0,False,1730
2,6,58,True,1731
2,32,69,False,1732
1,78,45,True,1733
2,60,120,False,1734
7,148,30,False,1735
3,58,60,False,1736
5,43,42,False,1737
14,272,41,True,1738
1,13,49,False,1739
1,178,46,False,1740
5,91,60,False,1741
2,140,50,True,1742
5,36,43,True,1743
2,16,30,False,1744
1,82,50,False,1745
1,49,25,False,1746
2,18,56,True,1747
2,2,60,False,1748
4,51,60,False,1749
1,9,22,False,1750
3,91,23,False,1751
4,92,60,False,1752
2,182,45,True,1753
1,40,24,False,1754
1,65,30,False,1755
2,222,45,True,1756
2,28,70,False,1757
2,44,43,False,1758
3,26,23,False,1759
7,154,22,False,1760
1,8,57,True,1761
1,85,45,False,1762
2,48,21,False,1763
1,16,43,False,1764
8,48,60,False,1765
1,1,0,True,1766
1,216,0,False,1767
6,92,44,False,1768
3,26,55,False,1769
1,24,35,False,1770
7,93,60,False,1771
1,302,28,True,1772
6,96,30,True,1773
1,150,45,False,1774
8,171,25,False,1775
2,43,43,True,1776
2,8,23,False,1777
4,81,30,False,1778
14,405,12,False,1779
5,111,45,False,1780
1,39,24,False,1781
2,10,32,False,1782
3,15,90,False,1783
6,117,22,False,1784
1,185,60,False,1785
2,9,33,True,1786
1,4,45,True,1787
6,60,0,True,1788
19,332,45,True,1789
2,26,3,False,1790
8,104,42,False,1791
3,38,22,False,1792
6,458,40,False,1793
25,493,13,False,1794
1,3,0,True,1795
2,35,55,False,1796
1,20,15,False,1797
1,40,25,False,1798
11,69,30,True,1799
3,62,25,False,1800
3,30,28,False,1801
4,96,22,False,1802
6,88,21,False,1803
3,38,22,True,1804
19,58,60,False,1805
10,240,42,True,1806
3,34,53,False,1807
6,168,25,False,1808
6,110,45,False,1809
2,27,9,False,1810
51,2373,30,True,1811
3,27,60,True,1812
1,64,45,True,1813
3,19,50,False,1814
3,78,26,False,1815
1,5,32,True,1816
1,6,60,True,1817
1,26,60,False,1818
1,10,53,False,1819
1,231,0,False,1820
2,16,50,True,1821
2,12,0,False,1822
5,71,22,False,1823
1,5,54,False,1824
1,225,0,False,1825
2,25,60,False,1826
2,16,53,True,1827
1,8,519,False,1828
7,38,60,True,1829
6,39,30,False,1830
1,145,45,False,1831
3,66,45,False,1832
3,74,25,False,1833
1,25,24,False,1834
2,103,25,False,1835
4,38,43,False,1836
1,18,43,False,1837
8,198,45,False,1838
1,171,45,False,1839
22,2632,45,True,1840
2,36,21,False,1841
1,20,23,False,1842
4,90,45,False,1843
2,141,48,False,1844
4,130,25,False,1845
5,40,30,False,1846
2,16,48,False,1847
1,9,17,False,1848
2,41,25,False,1849
6,117,42,False,1850
2,39,30,False,1851
4,24,43,False,1852
3,48,45,False,1853
3,52,23,False,1854
9,233,22,False,1855
2,20,22,False,1856
1,6,4,False,1857
11,183,43,True,1858
5,114,30,False,1859
2,28,0,True,1860
1,13,26,False,1861
4,40,45,False,1862
22,4252,63,False,1863
3,312,6,False,1864
1,24,75,False,1865
4,24,52,False,1866
6,124,25,True,1867
1,62,23,False,1868
5,30,46,True,1869
2,9,53,False,1870
3,105,25,False,1871
2,10,5,True,1872
7,178,22,False,1873
3,79,22,False,1874
1,4,56,True,1875
8,62,44,False,1876
6,80,45,False,1877
2,18,40,False,1878
1,56,0,False,1879
1,11,54,False,1880
14,736,60,False,1881
3,24,43,True,1882
3,42,42,False,1883
6,156,5,False,1884
1,13,40,False,1885
2,19,45,True,1886
1,2,84,False,1887
5,160,43,True,1888
32,416,30,False,1889
1,53,5,False,1890
3,117,7,False,1891
2,10,54,False,1892
5,50,55,False,1893
3,16,30,False,1894
1,30,0,True,1895
1,4,40,True,1896
8,249,25,False,1897
1,49,24,False,1898
2,15,59,True,1899
5,75,44,False,1900
3,29,60,False,1901
3,75,25,False,1902
2,77,30,False,1903
4,42,22,False,1904
2,36,24,False,1905
35,406,42,True,1906
5,117,25,False,1907
4,49,43,False,1908
1,50,23,False,1909
2,78,23,False,1910
5,112,60,False,1911
1,5,87,False,1912
2,49,60,False,1913
1,150,0,True,1914
1,91,45,False,1915
13,1969,60,True,1916
1,48,0,False,1917
1,2,50,False,1918
6,103,43,False,1919
1,2,100,False,1920
1,4,55,False,1921
1,30,43,False,1922
4,95,30,False,1923
5,50,15,False,1924
3,39,25,True,1925
1,110,45,False,1926
2,12,49,False,1927
8,77,30,False,1928
3,80,23,False,1929
2,24,30,False,1930
7,166,30,False,1931
1,48,24,False,1932
1,10,10,False,1933
10,103,43,True,1934
12,261,60,False,1935
2,28,25,False,1936
3,62,23,False,1937
1,20,90,False,1938
16,2724,62,False,1939
1,8,42,False,1940
1,8,337,False,1941
1,32,30,False,1942
2,68,12,True,1943
1,26,26,False,1944
4,32,52,True,1945
1,17,30,False,1946
1,3,12,False,1947
1,20,30,False,1948
6,55,45,False,1949
1,6,35,False,1950
12,284,60,False,1951
1,65,25,False,1952
2,26,44,False,1953
1,6,49,False,1954
1,57,42,True,1955
1,133,45,False,1956
1,124,0,True,1957
2,19,0,False,1958
5,60,43,False,1959
37,7296,20,True,1960
1,12,27,False,1961
1,18,22,False,1962
1,40,45,False,1963
1,4,66,False,1964
24,310,42,False,1965
7,226,44,False,1966
1,18,10,True,1967
1,4,58,False,1968
3,31,23,False,1969
40,8560,30,True,1970
1,19,45,False,1971
1,13,24,True,1972
1,27,30,False,1973
11,84,23,False,1974
3,58,45,False,1975
1,22,47,False,1976
8,219,42,True,1977
5,103,45,False,1978
3,22,24,False,1979
1,11,48,False,1980
1,36,24,False,1981
1,100,24,False,1982
3,21,30,False,1983
2,31,45,False,1984
4,48,23,False,1985
6,36,30,False,1986
1,130,45,False,1987
4,40,23,False,1988
1,6,29,False,1989
1,10,22,True,1990
1,41,25,False,1991
1,15,43,False,1992
1,19,48,False,1993
4,24,24,False,1994
1,23,45,False,1995
17,237,0,True,1996
2,18,30,False,1997
10,506,45,True,1998
2,25,45,False,1999
1,51,30,False,2000
2,12,29,False,2001
4,178,7,False,2002
7,159,22,True,2003
1,16,35,False,2004
1,205,45,False,2005
1,4,22,False,2006
1,270,0,True,2007
1,10,52,True,2008
6,60,11,True,2009
4,32,22,False,2010
2,20,60,True,2011
6,161,50,False,2012
6,139,48,False,2013
2,16,57,True,2014
3,25,30,False,2015
8,1199,40,False,2016
4,41,43,True,2017
3,29,45,False,2018
1,19,25,False,2019
9,109,60,False,2020
3,38,42,False,2021
1,716,0,True,2022
1,3,92,False,2023
5,94,60,False,2024
1,112,60,False,2025
2,48,52,False,2026
5,53,60,False,2027
5,68,26,True,2028
1,155,44,False,2029
1,42,45,False,2030
1,11,49,False,2031
1,23,24,False,2032
1,10,25,True,2033
1,3,48,False,2034
5,114,22,False,2035
1,3,30,False,2036
2,7,0,True,2037
2,7,45,False,2038
2,38,22,False,2039
4,12,89,False,2040
2,17,78,True,2041
4,40,25,False,2042
3,33,24,True,2043
2,12,5,False,2044
15,320,42,True,2045
2,90,23,False,2046
3,45,7,False,2047
1,216,28,True,2048
1,10,13,False,2049
12,50,90,True,2050
4,118,60,False,2051
1,9,50,False,2052
5,150,120,False,2053
1,190,0,False,2054
6,129,30,False,2055
1,46,24,False,2056
3,40,11,False,2057
8,76,24,False,2058
3,40,43,False,2059
1,109,0,False,2060
1,6,62,False,2061
17,743,88,True,2062
4,79,23,False,2063
1,12,53,False,2064
15,340,25,True,2065
2,12,30,True,2066
1,80,0,True,2067
1,243,25,False,2068
7,88,60,False,2069
1,36,45,False,2070
1,6,30,True,2071
2,25,40,False,2072
4,40,42,False,2073
2,12,52,False,2074
5,121,44,False,2075
15,327,43,True,2076
5,105,22,True,2077
1,2,177,False,2078
9,274,25,False,2079
5,132,30,False,2080
2,123,45,False,2081
5,87,42,False,2082
10,86,60,False,2083
8,172,30,False,2084
1,120,32,True,2085
1,2,86,False,2086
4,69,22,False,2087
2,17,0,False,2088
4,32,28,False,2089
4,40,55,False,2090
7,122,45,False,2091
1,87,60,False,2092
11,138,60,False,2093
4,110,50,False,2094
7,31,30,False,2095
2,22,45,True,2096
2,120,11,False,2097
1,100,45,False,2098
8,236,42,False,2099
1,13,0,False,2100
7,59,50,True,2101
1,40,0,True,2102
2,22,50,False,2103
15,332,60,False,2104
7,107,25,False,2105
1,130,46,False,2106
1,4,121,False,2107
9,271,60,False,2108
7,28,100,False,2109
2,10,45,True,2110
1,8,26,False,2111
3,28,44,False,2112
3,43,45,False,2113
3,81,60,False,2114
1,22,41,False,2115
11,101,44,True,2116
6,142,42,False,2117
1,4,52,False,2118
8,50,46,True,2119
1,4,0,True,2120
1,16,22,False,2121
2,35,22,True,2122
3,28,48,False,2123
3,24,50,False,2124
1,98,0,True,2125
2,17,0,True,2126
3,30,23,False,2127
3,18,27,False,2128
3,73,24,False,2129
1,16,90,False,2130
2,23,60,False,2131
2,153,30,False,2132
5,110,60,False,2133
1,80,25,False,2134
5,150,60,False,2135
2,19,0,True,2136
1,5,14,True,2137
4,61,48,False,2138
2,24,93,False,2139
3,63,25,False,2140
3,70,21,False,2141
5,92,25,False,2142
2,7,58,True,2143
4,39,11,False,2144
2,178,0,True,2145
1,22,20,False,2146
4,49,60,False,2147
4,25,30,False,2148
1,165,45,False,2149
5,38,52,False,2150
3,63,24,False,2151
4,109,22,False,2152
1,41,22,False,2153
24,584,22,True,2154
9,193,24,False,2155
5,52,23,True,2156
2,20,45,True,2157
1,3,42,False,2158
2,42,25,False,2159
3,11,50,True,2160
3,30,22,False,2161
1,140,30,False,2162
1,52,30,False,2163
10,77,50,False,2164
5,64,45,False,2165
1,141,52,False,2166
6,128,20,False,2167
2,20,59,False,2168
4,23,55,False,2169
36,1265,30,True,2170
8,89,30,False,2171
20,359,10,False,2172
1,115,44,False,2173
5,127,30,False,2174
1,20,10,False,2175
1,5,44,False,2176
1,14,43,False,2177
3,83,60,False,2178
2,37,60,False,2179
5,60,42,False,2180
1,5,50,False,2181
1,19,24,False,2182
4,32,60,False,2183
2,18,55,False,2184
3,39,30,False,2185
1,4,30,False,2186
54,1249,90,True,2187
2,81,120,False,2188
5,50,22,False,2189
1,3,52,False,2190
3,68,30,False,2191
1,12,55,False,2192
4,74,44,False,2193
2,39,25,False,2194
16,142,45,True,2195
11,93,42,True,2196
1,2,182,False,2197
6,119,23,False,2198
1,13,64,False,2199
5,46,30,False,2200
2,23,22,False,2201
1,12,74,False,2202
7,152,45,False,2203
3,34,44,False,2204
50,964,55,True,2205
1,13,35,False,2206
9,220,46,False,2207
6,30,50,True,2208
3,28,52,False,2209
1,191,45,False,2210
5,110,44,False,2211
10,125,45,True,2212
3,67,22,False,2213
1,6,51,True,2214
3,66,44,False,2215
2,34,23,False,2216
1,6,41,False,2217
31,850,30,False,2218
1,5,47,False,2219
3,39,90,False,2220
2,26,23,False,2221
2,44,25,False,2222
1,43,21,False,2223
5,97,30,False,2224
1,60,0,True,2225
5,152,60,False,2226
12,301,21,False,2227
1,24,49,False,2228
1,10,54,True,2229
1,48,22,False,2230
2,23,25,False,2231
1,278,28,True,2232
4,18,45,False,2233
1,22,40,False,2234
1,120,42,False,2235
4,104,30,False,2236
1,8,52,True,2237
3,63,21,False,2238
11,253,30,False,2239
8,178,45,False,2240
3,26,25,True,2241
3,19,30,False,2242
2,19,10,False,2243
1,6,42,True,2244
6,70,7,False,2245
4,79,25,False,2246
1,2,87,False,2247
3,20,46,True,2248
11,196,60,True,2249
4,34,30,False,2250
1,74,46,False,2251
4,278,25,False,2252
6,23,88,False,2253
1,192,41,False,2254
3,35,45,True,2255
2,16,56,False,2256
3,14,45,True,2257
3,44,30,False,2258
1,12,58,False,2259
8,77,43,True,2260
3,44,20,False,2261
1,8,3,False,2262
1,22,21,False,2263
1,40,35,False,2264
2,20,50,True,2265
1,11,32,True,2266
9,194,45,False,2267
20,376,45,True,2268
1,8,28,False,2269
20,278,43,True,2270
7,144,80,False,2271
6,300,25,False,2272
1,50,20,False,2273
1,47,24,False,2274
21,554,45,True,2275
3,36,13,True,2276
2,20,41,False,2277
6,156,11,False,2278
6,71,60,False,2279
6,118,60,False,2280
1,11,25,False,2281
7,146,49,False,2282
1,135,60,False,2283
1,82,2,False,2284
1,117,0,True,2285
4,60,25,False,2286
8,148,60,False,2287
3,23,60,False,2288
4,34,45,False,2289
49,381,45,True,2290
4,40,13,True,2291
1,2,186,False,2292
1,85,0,False,2293
19,1558,25,True,2294
2,10,0,False,2295
4,30,40,False,2296
3,97,22,False,2297
5,118,60,False,2298
32,483,90,True,2299
5,93,23,True,2300
4,26,46,False,2301
1,10,69,False,2302
64,3337,24,True,2303
1,250,0,False,2304
1,70,45,False,2305
1,104,0,False,2306
1,36,30,False,2307
0,0,60,False,2308
1,6,22,False,2309
1,10,45,True,2310
2,16,43,False,2311
1,16,23,False,2312
2,38,42,False,2313
1,127,30,False,2314
45,530,30,False,2315
2,12,46,False,2316
1,16,63,False,2317
20,635,45,False,2318
1,12,36,False,2319
1,6,56,False,2320
1,8,35,False,2321
1,9,100,True,2322
1,8,20,False,2323
3,43,50,False,2324
14,172,45,False,2325
4,89,23,False,2326
3,43,60,False,2327
27,4548,36,True,2328
33,6604,30,True,2329
5,85,44,False,2330
1,21,4,False,2331
1,2,22,False,2332
4,97,24,False,2333
11,131,30,False,2334
5,85,30,False,2335
2,53,23,False,2336
9,41,90,False,2337
14,373,22,False,2338
1,9,76,False,2339
2,15,56,False,2340
16,150,30,True,2341
1,10,61,False,2342
2,78,24,False,2343
1,153,42,False,2344
1,24,23,True,2345
1,6,69,False,2346
1,16,30,False,2347
1,59,50,True,2348
1,117,60,False,2349
1,50,46,False,2350
3,16,45,False,2351
10,110,45,True,2352
1,2391,24,False,2353
2,21,25,False,2354
6,125,30,False,2355
25,1255,22,False,2356
2,9,54,False,2357
4,24,50,True,2358
15,423,60,False,2359
1,100,0,False,2360
2,50,90,False,2361
1,71,43,True,2362
6,120,30,False,2363
1,7,36,False,2364
2,8,30,False,2365
1,175,0,False,2366
1,2,59,False,2367
1,206,40,False,2368
2,26,0,True,2369
1,187,45,False,2370
1,80,60,False,2371
1,7,35,False,2372
2,52,30,False,2373
3,24,42,False,2374
1,65,21,False,2375
3,18,43,False,2376
2,26,26,False,2377
10,115,15,False,2378
6,122,60,False,2379
1,20,28,False,2380
6,172,60,False,2381
1,24,24,True,2382
1,20,50,False,2383
5,214,25,False,2384
1,24,22,False,2385
3,970,24,True,2386
2,24,28,False,2387
1,140,0,True,2388
2,38,45,False,2389
4,24,30,False,2390
3,26,30,False,2391
8,168,44,False,2392
17,267,30,False,2393
1,182,60,False,2394
1,20,0,False,2395
4,41,30,True,2396
1,40,30,False,2397
2,20,22,True,2398
4,40,27,False,2399
7,89,60,False,2400
1,5,6,False,2401
5,95,42,True,2402
5,62,50,False,2403
1,8,39,False,2404
2,32,23,False,2405
3,31,60,False,2406
5,91,22,False,2407
3,19,30,True,2408
1,10,38,False,2409
2,100,11,False,2410
1,10,23,True,2411
3,72,25,False,2412
3,58,44,True,2413
3,39,44,False,2414
9,201,30,False,2415
1,70,0,True,2416
9,28,120,False,2417
3,64,30,False,2418
1,9,60,False,2419
4,195,7,False,2420
10,131,43,True,2421
1,70,42,False,2422
1,71,44,False,2423
